"","TEAM","CONF","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","2P_O","2P_D","3P_O","3P_D","ADJ_T","WAB","POSTSEASON","BLUEBLOOD"
"3589","Howard","MEAC",104.5,112.9,0.2913,52,50.9,21.4,16.7,33.4,30.7,42.2,39.1,49.2,50.8,37.5,34,67.7,-12.1,1,0
"3590","Grambling St.","SWAC",97.7,106,0.2805,48.2,49.1,20.5,19,28.1,32.7,39.6,33.9,47,48.4,34.1,33.7,64.9,-8,1,0
"3591","Wagner","NEC",95,105,0.2399,44.6,48.4,15.9,17,29.5,27,26.8,29.9,42.8,50.9,31.6,29.9,61.3,-11.7,1,0
"3592","St. John's","BE",119.1,98.3,0.9005,50.9,49.5,15.7,18.5,38.6,30.3,27.3,34.4,50.8,47.9,34.1,35,69.2,0.32,1,0
"3593","Villanova","BE",110.4,93.5,0.871,50.7,48.2,14.5,16.1,25.2,24.4,26.5,25.9,50.4,47.6,34,32.7,63.3,-1.1,1,0
"3594","Wake Forest","ACC",116.5,99,0.866,54.7,48.9,15.6,16.2,26.3,26.2,31.5,30.7,54,48.8,37.2,32.6,68,-1.3,1,0
"3595","Ohio St.","B10",115.5,98.4,0.8636,51.2,48.2,15.6,15.9,31.4,29.2,33.9,31.1,51,46.4,34.3,34.7,65.4,-0.23,1,0
"3596","Pittsburgh","ACC",115.8,98.9,0.86,51.6,49,13.4,16.6,31,23.8,30.5,30.5,50,50.8,35.7,30.8,65.8,0.3,1,0
"3597","Cincinnati","B12",111.2,95.5,0.8521,50,47.6,17.4,17.6,37.2,25.6,27.9,29.6,50.8,46.4,32.4,33.3,67.3,-0.7,1,0
"3598","Indiana St.","MVC",117.5,101.3,0.8464,59.9,49,16.5,15.5,23.4,23.1,32.5,25.5,62,48.7,38.4,33,70.5,1.9,1,0
"3599","Oklahoma","B12",113.1,97.6,0.8436,53.1,47.4,18.1,16.5,30.1,26.2,37.7,31.1,53.9,48.9,34.5,29.9,67.1,1.2,1,0
"3600","Utah","P12",112.9,97.6,0.8419,53.7,48.6,16.3,14.5,28.3,26.2,27.4,26.2,53.8,47.2,35.7,34,69.7,-1.1,1,0
"3601","Iowa","B10",119.1,103.9,0.828,52.7,52.1,13.1,16.6,27.6,30.5,33,33.1,53,51,34.7,36.1,71.6,-0.36,1,0
"3602","Seton Hall","BE",111.6,97.7,0.8219,49.8,49.5,18.8,17.8,35.9,29.3,32.5,27.4,50.1,48.5,32.7,33.8,66,1,1,0
"3603","Butler","BE",112.4,98.7,0.8167,51.8,49.9,15.2,16.1,26.2,29,27,22.5,51.5,50.7,34.8,32.5,68.4,-0.9,1,0
"3604","Virginia Tech","ACC",116,101.9,0.8166,54.1,51.5,16.3,17.1,25.2,26.5,33.1,30,55.1,51.5,35.1,34.4,67.5,-2.2,1,0
"3605","Providence","BE",108.5,95.3,0.8151,51.7,47.5,17.5,17.1,27.1,27.7,32.2,27.9,53.7,45.6,32.8,34.2,67.8,0.8,1,0
"3606","UCF","B12",106.5,94,0.8086,47.7,47.5,18,20.3,32.9,27.3,37.2,39,47.4,45.9,32.1,33.3,68.4,-2.4,1,0
"3607","Bradley","MVC",111.8,98.8,0.8056,55.7,47.6,18.1,18.5,28.5,27.9,27.5,35.7,55,46.2,37.7,33.2,66.2,-3.4,1,0
"3608","Washington","P12",114.4,101.2,0.8037,53.5,50.1,15.9,15.8,27.1,28.9,32.1,33.1,53.8,49.9,35.4,33.7,71.1,-3.6,1,0
"3609","Xavier","BE",111.4,98.7,0.8008,49,49.6,16.2,16.2,32.1,29,32,30,48,49.4,34,33.3,70.9,-2.1,1,0
"3610","Kansas St.","B12",107.8,95.7,0.7978,50,46.5,21.3,15.9,32.5,30.5,38.9,32.6,51.5,46.7,32,30.7,67.2,0.36,1,0
"3611","Maryland","B10",105.7,94.3,0.7891,46.7,46.7,17.5,18.8,31.7,29.1,40.8,33.5,48.8,45.7,28.9,32.8,65.4,-4.1,1,0
"3612","North Texas","Amer",109.4,97.8,0.7834,50.8,47.5,17.8,19.6,33.9,31.9,29.1,40.3,47.2,46.8,37.7,32.5,61.3,-5.8,1,0
"3613","UNLV","MWC",111.3,99.6,0.7822,51.1,49.1,16.4,18.2,30.1,32.2,34,31.7,51.8,50.1,33.2,31.7,64.9,-2.6,1,0
"3614","SMU","Amer",111,99.5,0.779,50.8,46.7,16.6,18.9,38.5,31.3,28.3,33.1,50.5,46.1,34.3,31.8,67.4,-4.3,1,0
"3615","San Francisco","WCC",109.6,98.5,0.7729,55.2,49.5,16.8,19.8,29.3,24.2,23.7,38.5,57.1,48.5,34.9,34.2,67,-2.4,1,0
"3616","USC","P12",110,99,0.7698,51.7,50.2,17.9,18.8,29,32.2,33.6,31.6,50.7,47.4,35.5,36.5,68.1,-5,1,0
"3617","Penn St.","B10",110.2,99.2,0.7686,50.3,50.2,15.7,20.7,26.8,32.2,35.3,36.3,50.5,52.5,33.4,30.3,69.8,-4.6,1,0
"3618","Minnesota","B10",114,102.9,0.7651,54.3,50.1,17.6,15.9,30.8,29.1,35.6,29.9,54.7,48.3,35.8,36.3,66.6,-2.5,1,0
"3619","Mississippi","SEC",113.6,102.8,0.7591,51.2,50.2,15.7,18.1,30.1,36.2,35.1,32.3,49.2,50,36.6,33.8,66.8,-0.39,1,0
"3620","Georgia","SEC",109.6,99.3,0.7581,49.8,49.8,16.1,16.3,27.5,30.8,38.4,30.2,49.3,49.7,33.6,33.2,68.4,-3.7,1,0
"3621","Richmond","A10",106.8,96.8,0.7566,53,46.7,12.8,17.2,17,26.6,28.1,26.5,52,46.6,36.5,31.3,66.8,-0.7,1,0
"3622","Syracuse","ACC",111.2,100.8,0.7563,51.3,52.8,15.9,20.1,24.1,31.8,34.1,26.6,51.9,53.2,33.4,34.7,70.7,-0.26,1,0
"3623","Indiana","B10",109.8,99.5,0.7549,52.1,49,17.5,14.9,26.9,29.7,37.7,31.6,53.4,47.4,32.4,34.3,68.4,0.06,1,0
"3624","LSU","SEC",110.4,100.3,0.7503,52.2,49.5,18.6,18.3,30.7,31.2,38.9,33.5,51.7,49.2,35.3,33.2,69.7,-3.1,1,0
"3625","VCU","A10",107.9,98.3,0.7455,52.2,46.6,18.3,16.7,28.3,26.9,35.7,34.8,51.2,46.3,35.7,31.4,65.2,-3.8,1,0
"3626","Loyola Chicago","A10",104.8,95.5,0.7447,51.8,46.2,18.6,17.8,27.1,25.1,33.6,36.2,51.1,43.4,35.2,34.2,68.6,-1.5,1,0
"3627","Boston College","ACC",111.8,102,0.7427,52.7,50.4,15.5,16,27.3,26.7,25.5,28.4,51.8,49.5,36.1,34.6,67.1,-3.6,1,0
"3628","Florida St.","ACC",110.1,100.7,0.7372,50.3,52.2,16.4,20.7,28.5,32.8,36.8,41,51.5,51.6,31.7,35.4,70.9,-3.5,1,0
"3629","UCLA","P12",107.6,98.5,0.7339,46.6,50.1,16.5,18.1,29.9,28.3,35.8,35.8,45.2,49.7,33.3,33.7,63.1,-5.2,1,1
"3630","UC Irvine","BW",108.2,99.2,0.7313,52,45.9,17,17.5,31.3,27.7,34.6,35.5,51.9,44.2,34.9,33.3,68.4,-2.6,1,0
"3631","Princeton","Ivy",114.5,104.9,0.7312,54.6,51.4,12,16.7,24.2,24.8,29.2,24.7,56.3,52.9,35.3,32.7,64.8,1.2,1,0
"3632","South Florida","Amer",109.4,100.4,0.7288,51.8,47.6,15.4,18.6,28.2,30.5,37.7,34.8,49.5,48.2,36.6,31.1,67.9,-0.7,1,0
"3633","Miami FL","ACC",109.9,101.1,0.7241,52.7,51,17.2,16.6,28.7,28.5,24.6,22.3,51.6,52,36.1,33.3,68.7,-5.3,1,0
"3634","Louisiana Tech","CUSA",107.7,99,0.7237,50.6,45.6,18.8,17.6,33.8,28,42,32,49,43,35.7,33.5,65.6,-4.3,1,0
"3635","Memphis","Amer",111.5,102.6,0.7236,52.8,50,18,19.1,33.4,33.6,36.3,29.6,52.9,49.3,35,34,71.6,-1,1,0
"3636","Massachusetts","A10",110.9,102.1,0.7214,50.6,48.5,16,18.9,36.5,30.1,35.8,38.6,52.6,47.5,31.3,33.5,68.3,-4.6,1,0
"3637","Saint Joseph's","A10",110.6,102,0.7174,53,49,16.4,17.6,29.3,29.1,29.5,29,52.7,48.5,35.6,33.1,68.3,-4.4,1,0
"3638","George Mason","A10",108.7,100.3,0.7166,52,48,18.1,16.4,31.7,27.4,36.7,31.8,52.3,45,34.3,34.8,63.8,-4.6,1,0
"3639","Appalachian St.","SB",106,98.4,0.7017,52.7,45.1,15.3,14.6,29.7,27.8,32.3,19.8,53.8,43.7,33.6,32.1,66.7,-1,1,0
"3640","Rutgers","B10",98.1,91.4,0.6928,43.5,47.2,16.6,21.7,30.2,31.3,32.9,34.3,43.7,46,28.7,32.7,67.8,-3.5,1,0
"3641","Stanford","P12",109.8,102.5,0.6901,54.3,51.9,17.8,15.5,23.2,27.3,28.6,25.3,53.6,50.9,36.9,35.7,69.5,-7,1,0
"3642","St. Bonaventure","A10",111,103.7,0.6876,52.3,51.1,16.2,19.2,29.7,28.5,32.2,33.9,50.8,51.8,36.5,33.5,65.4,-4.8,1,0
"3643","Belmont","MVC",109.1,102.1,0.6819,55,51.1,16.7,16.4,21,27.5,30.3,27,54.5,52.2,37.2,33,71.1,-5.2,1,0
"3644","Oklahoma St.","B12",108.8,101.8,0.681,51.3,51.3,18.8,16.8,27.5,28.5,34,27.6,52.2,51.5,33.4,34,67.1,-7.5,1,0
"3645","Charlotte","Amer",108.6,101.8,0.6783,50.8,48.5,15.5,15.2,26.1,29,35.2,31.5,53.2,49.5,31.3,31.1,62.4,-5,1,0
"3646","Arkansas","SEC",109.5,102.7,0.6777,50.5,50.4,16.3,15.1,25.2,29.8,45.3,39,51.8,50.1,31.8,33.9,70.6,-4.8,1,0
"3647","Northern Iowa","MVC",108.7,102.3,0.6677,51.6,52.2,15.2,16.5,23.9,22.5,37.4,30.5,51.9,52,34.1,35,66.5,-5,1,0
"3648","Cornell","Ivy",111.4,105.2,0.6573,56.5,51.3,17.2,18.5,27.2,31,28.8,32.6,61.7,52.4,33.9,33.2,71.5,-1.5,1,0
"3649","Hofstra","CAA",107.9,102,0.657,55.4,49,15.7,17.7,22.9,29.7,22.3,29,55.5,46.9,36.8,34.6,65.6,-6.4,1,0
"3650","Western Carolina","SC",107.7,101.9,0.6541,51.7,47.2,14.7,13.3,29.1,24.2,27.7,32.4,49.8,45.5,36.8,33.9,66.8,-5.3,1,0
"3651","Michigan","B10",110,104.4,0.6464,51.1,52.5,18.6,13.7,30.7,30.4,32,30.5,49.5,51.7,35.9,36.1,67.4,-9.2,1,0
"3652","California","P12",107.8,102.7,0.6368,49.2,51.3,16.2,14.7,28.6,26.7,29.2,33.1,48,50,33.8,35.7,68.4,-7.5,1,0
"3653","Southern Illinois","MVC",108.5,103.4,0.6364,52.5,50.1,16.8,16.2,26.1,25.6,35.9,36.5,53.4,52.1,34.3,30.4,64.2,-6.3,1,0
"3654","UT Arlington","WAC",108.2,103.1,0.636,52.1,49,21.5,18.6,32.8,29.4,39,42,51.3,47.4,35.4,34.6,70.8,-6.4,1,0
"3655","Santa Clara","WCC",108.4,103.3,0.6344,52.3,48.4,18.2,14.4,34.1,26.1,31.6,33.3,52.6,48.9,34.5,31.7,69,-3.8,1,0
"3656","Davidson","A10",104.7,99.9,0.6331,48.9,49.4,16.3,17.2,26.1,27.8,33.5,32.8,50.8,49.5,30.7,32.8,65.4,-8.7,1,0
"3657","Troy","SB",106.7,101.8,0.6307,50.1,49.8,19.6,20.8,34.8,30.7,41.3,39.8,48.2,47.7,35.3,35.9,69.6,-7.3,1,0
"3658","UNC Wilmington","CAA",112.5,107.9,0.6178,51.1,51.7,12.8,17.1,29.9,30.6,32.9,33.1,52.1,50.8,33,35.5,65.1,-4.7,1,0
"3659","High Point","BSth",114.1,109.5,0.6162,52.3,50.2,16.2,14.1,37.1,25.5,44.4,38.2,53.6,49.6,33.7,34.4,68.5,-4.2,1,0
"3660","Georgia Tech","ACC",107.9,103.8,0.6095,48.7,49.2,17.7,12.8,31.6,28.5,29.2,31.6,48.6,49.5,32.6,32.6,67.4,-5.7,1,0
"3661","West Virginia","B12",108.7,104.6,0.6082,49.6,52.1,18.3,15,26.6,30.4,37.1,28.1,47.8,51.9,34.9,34.9,68.3,-9.5,1,0
"3662","UC San Diego","BW",110.7,106.6,0.6082,52.1,50.3,14.3,17,27.5,27.9,32.5,29.4,52.3,50.2,34.5,33.7,65.3,-6.2,1,0
"3663","Arizona St.","P12",103.1,99.3,0.6075,47.3,51.7,14.8,19.4,21.8,29.7,33.1,31.2,48.6,52.2,30.1,34,69,-5.6,1,0
"3664","Notre Dame","ACC",101.9,98.2,0.6052,47.6,48.2,19.1,15.2,28.4,26.7,27.9,27.4,47.5,47.8,31.8,32.5,64.2,-7.8,1,0
"3665","Drexel","CAA",107,103.2,0.6028,50.6,47.8,16.5,13.1,33.6,24.5,30,26.7,50.3,48.2,34.1,31.4,64.5,-6.5,1,0
"3666","Seattle","WAC",103.7,100.1,0.6022,50.7,46.4,18.5,17.3,29.4,26.1,34.2,37.2,50.1,47.4,34.3,29.7,66.7,-8.4,1,0
"3667","Sam Houston St.","CUSA",105.5,101.9,0.5965,48.6,49.8,18.8,19,32,27,34.7,37,46.5,50.5,35.1,32.5,67.7,-5.7,1,0
"3668","Wichita St.","Amer",104.7,101.5,0.5887,49.8,48.5,17.8,14.8,31.8,28.7,26.4,28.3,49.9,48.1,33,32.7,68.1,-11.1,1,0
"3669","Missouri","SEC",108,104.8,0.5862,50.2,51.4,16.8,18.7,26.8,35.8,31.7,42.5,51.8,51.2,31.9,34.4,66.6,-11.3,1,0
"3670","Arkansas St.","SB",112.8,109.4,0.5859,51.7,50.4,16.2,14.1,33.9,28.7,32.7,35.7,51.3,49.4,34.9,35.4,68,-8.8,1,0
"3671","Youngstown St.","Horz",106.6,104.2,0.5666,50.4,49,15.5,16.5,33.9,28.7,29.3,30.7,52.2,47.9,31.9,34,68.8,-6,1,0
"3672","Louisiana Lafayette","SB",104.9,102.6,0.5647,50.7,49.9,16.8,20.6,30.8,32.9,28.6,40.1,51.7,53.7,32.6,27.9,68.5,-8.5,1,0
"3673","UNC Greensboro","SC",108.7,106.4,0.5633,53.2,49.5,16.3,17.7,29.3,30.5,27.3,35.8,49.2,48,38.9,34.3,64.7,-5.6,1,0
"3674","Towson","CAA",102.3,100.3,0.5567,47.3,48.3,19.2,16.9,39.8,27.2,34.7,31.7,46.4,47.4,32.8,33.3,62.1,-7.3,1,0
"3675","St. Thomas","Sum",106.8,104.7,0.5555,54.4,52,14.8,18.5,24,25.5,29.4,29,55,52.8,35.7,33.8,62.9,-9.1,1,0
"3676","Toledo","MAC",111.4,109.3,0.5535,53.3,54.5,15.1,18.5,29,28.5,35.4,26.3,52,56.4,37.7,34.2,69.2,-6.3,1,0
"3677","Ohio","MAC",107.7,105.7,0.5522,52.2,49.2,14.1,19.2,28,31.9,32.1,34.7,51.9,48.4,35.1,33.8,67.3,-9.1,1,0
"3678","Tarleton St.","WAC",107.5,105.6,0.5508,49.7,50.5,16.9,20.1,30.4,33.7,30.6,35.8,49.5,50.5,33.4,33.6,66.3,-3,1,0
"3679","Missouri St.","MVC",103.8,101.9,0.5507,49.7,48,17.3,13.1,29.1,24.7,31.5,24.9,51.2,47,31.4,33,67.8,-7.9,1,0
"3680","Tulane","Amer",109.1,107.2,0.5485,54.1,51.1,15.1,17.3,20.5,32.7,45.5,32.7,54.5,50.2,35.5,34.9,72.8,-9.4,1,0
"3681","Liberty","CUSA",107.9,106.1,0.5481,54.3,50.8,16.2,17,24.5,25.5,26.7,30.3,55,51.9,35.7,32.3,64.4,-8.2,1,0
"3682","Wright St.","Horz",115.2,113.5,0.5435,58.5,55.3,16.5,16.3,28.9,28.1,33.6,30,58.8,55,38.4,37.1,71.4,-9.3,1,0
"3683","Oregon St.","P12",106,104.5,0.5417,49.8,51.3,18.3,16.8,26.2,31.1,35.6,35.9,49.9,52.3,33.1,33.2,65.1,-7.7,1,0
"3684","Murray St.","MVC",107,105.6,0.5394,50,54.5,14.4,17.9,26.5,25.5,29.6,27.7,51.3,53.8,31.6,37,64.4,-12.3,1,0
"3685","Wyoming","MWC",107.8,106.4,0.5371,50.9,52.8,18.5,15.9,28.6,29.1,38,27.8,49,53.7,36.1,34.4,67.1,-7.3,1,0
"3686","Furman","SC",108.5,107.3,0.5328,52.1,52.9,15.9,16.2,29.4,26.6,31,28.5,54.3,53.9,33.2,34.1,68.8,-10.2,1,0
"3687","Chattanooga","SC",109.5,108.3,0.5326,54.8,49.9,17.1,14.5,27.2,28.8,30.9,27.3,56.1,47.9,35.7,35.1,66.8,-6.9,1,0
"3688","Montana","BSky",110.9,109.7,0.5306,54.6,51.1,14.6,14.2,25.2,25.8,29.5,35,55.1,50.3,35.8,35.2,66.1,-5.8,1,0
"3689","Delaware","CAA",104.3,103.6,0.5186,51.9,48.7,16,15.1,27.5,27.9,30.9,27.1,53.2,49.7,33,31.3,67.3,-9.1,1,0
"3690","UC Davis","BW",102,101.5,0.5153,50.2,49.1,19.3,20.9,28.6,30.6,38.2,38.4,50.8,49.1,32.9,32.7,67.1,-8.3,1,0
"3691","Quinnipiac","MAAC",105.6,105.2,0.5118,50.6,48.8,16.9,17.6,31.5,28.3,30.6,29.5,49.8,47.5,34.7,34,71.1,-5.3,1,0
"3692","UTEP","CUSA",97.9,97.6,0.5085,48.1,51.5,21.2,25.9,29,31,42.8,46.3,48.8,53.2,31,32.1,69.5,-10.6,1,0
"3693","Stony Brook","CAA",106,105.7,0.5085,50.3,50,15.1,15.2,26.6,29.3,29.2,27.4,48.6,48.4,35.5,34.8,67.3,-7.8,1,0
"3694","Weber St.","BSky",107.2,106.9,0.5082,53.1,54.4,14.8,18.4,23.8,23.7,35.2,29.3,53.9,55.2,34.5,35.4,65.4,-7.1,1,0
"3695","Eastern Washington","BSky",110.5,110.4,0.5025,57.2,52.8,19,16.3,26.4,27.1,39.6,33.5,58.7,51,36.8,36.9,70.4,-4.7,1,0
"3696","Winthrop","BSth",106,106,0.5009,51.9,49.5,18.7,18.2,30.4,32.9,50,34.3,52.8,50.6,33.7,32,66.9,-9.4,1,0
"3697","East Carolina","Amer",104.7,104.9,0.4929,47.6,51.3,16.3,18.7,32.7,31,34,32.7,48.1,52.5,31.2,33.1,64.8,-10.8,1,0
"3698","UMass Lowell","AE",104.9,105.4,0.4866,50.4,47.3,18.2,15.5,32.1,26.9,40.1,26.9,51.3,49.1,32.3,29.2,69.7,-6,1,0
"3699","UNC Asheville","BSth",106,106.6,0.4851,52.1,50.1,17.1,16.9,27.3,31.4,40.8,34.3,50.5,50.6,36.4,32.9,68.1,-6.7,1,0
"3700","Bryant","AE",100,100.6,0.4819,50.7,45.4,15.8,16.7,20.4,30.2,29.9,33.8,51.7,45,32.7,30.8,74.1,-7.2,1,0
"3701","Kent St.","MAC",105,105.8,0.4763,50.7,51.3,17.2,18.5,31,28.7,31.9,34.9,48.5,52.6,36,33,66.6,-11.5,1,0
"3702","Texas A&M Corpus Chris","Slnd",100,100.9,0.474,46.8,47.6,17.8,19.8,33.6,25.1,35.9,47.9,47.4,48.2,30.4,31,68.7,-6.4,1,0
"3703","Hawaii","BW",104,105,0.4727,52.6,48.5,18.6,15.7,25.8,25.3,39,33.6,53.8,49.3,34,30.8,65.9,-9.2,1,0
"3704","Little Rock","OVC",105.7,106.7,0.4725,52.5,48,17.3,17.9,32.1,30.3,33.5,35.2,53.1,48,34.1,32,68.8,-9.6,1,0
"3705","La Salle","A10",105.6,106.6,0.4721,49.2,50.7,14.2,15.4,27,30.8,24.8,33.3,47.6,49.3,34.5,35.8,66.6,-9.6,1,0
"3706","Saint Louis","A10",111.2,112.3,0.4717,51.5,54.3,16.8,14.2,26.1,28.5,36.3,35.3,49.6,53.9,36.4,36.6,69.4,-10.8,1,0
"3707","Fort Wayne","Horz",103.1,104.1,0.4709,53.8,51.5,14.5,22,22.8,30,31,32.6,53.4,52.8,36.3,32.8,70.6,-7.9,1,0
"3708","Georgetown","BE",109.4,110.6,0.4663,48.6,55.7,17.9,16.4,33.4,30.7,33.9,33.6,46.3,57.4,34.6,35.3,66.6,-10.4,1,0
"3709","Brown","Ivy",104.1,105.4,0.4655,49.7,51.2,18.3,16.8,31.9,27.3,33,32.1,49.2,52.2,33.7,33.1,67.2,-11.7,1,0
"3710","Illinois Chicago","MVC",100.4,101.7,0.4622,50.6,48.9,17.7,17.4,22.9,28.4,26,35.9,48.4,49.2,36,32.2,68.1,-13.3,1,0
"3711","Utah Valley","WAC",98.1,99.5,0.4584,47.1,48,18.1,18.1,28.5,27.2,35.4,36,48.9,47.6,28.5,32.6,67.6,-9.8,1,0
"3712","Loyola Marymount","WCC",107.9,109.5,0.4573,51.6,50.4,16.3,12.4,29.4,27.1,28.8,28.3,49.2,49.8,36.8,34.3,64.8,-11.8,1,0
"3713","Fordham","A10",100.5,102,0.4559,46.7,50.4,18.2,19.7,32.5,27.4,35.1,45.2,46.2,48.9,31.5,35.9,68.8,-12.4,1,0
"3714","East Tennessee St.","SC",101.8,103.6,0.4482,46.9,50.9,18.1,18.8,35.1,29.4,33.9,36.7,47.1,51.2,31.2,33.7,66.9,-9.7,1,0
"3715","Rice","Amer",107,109.1,0.4457,50.5,52.6,17.3,14.8,28.5,29.5,29.9,27.4,50.9,50,33.2,37.9,65.8,-12.9,1,0
"3716","Fairfield","MAAC",107.3,109.4,0.4446,51.8,52.3,15.5,20.4,28.6,30.7,28.6,26.2,49.9,53,36.4,34,68.3,-8,1,0
"3717","Temple","Amer",101.9,103.9,0.4444,46,50.4,14.1,17,28.2,29.7,32.1,36,44.9,51.3,31.7,32.6,66.8,-11.7,1,0
"3718","Vanderbilt","SEC",104.1,106.2,0.4437,45.4,53,15.3,15.9,28.2,29.3,35.2,29.5,47.4,51,28.3,37.4,65.6,-10.5,1,0
"3719","Pepperdine","WCC",106,108.3,0.438,50.8,54.7,16.4,16.9,28.5,25.9,32.6,33.9,49.5,53.4,35.6,38.4,67.5,-12.1,1,0
"3720","Stephen F. Austin","WAC",100,102.3,0.4345,49.4,49.6,21.9,22.9,33.3,30.4,42.2,47.4,49.2,46,33.2,37.1,69.3,-9.6,1,0
"3721","Gardner Webb","BSth",102.1,104.6,0.4305,49.1,50.3,16.1,16,27.9,26.7,35.9,39.4,47.4,50,34.8,34,69.4,-10.1,1,0
"3722","UMKC","Sum",100.6,103.1,0.4299,49.4,51.1,17.9,17.3,31.3,25.3,29.3,45.1,48.9,52.7,33.4,32.4,66.4,-11,1,0
"3723","Louisville","ACC",104.2,106.9,0.427,48.4,54.6,18.1,16.2,28.1,27.5,38.8,33.8,49.4,53.8,30.6,37.2,69.5,-12.5,1,0
"3724","Illinois St.","MVC",101.8,104.5,0.4249,47.7,50.9,17.1,16.4,28.9,26,36.1,27.2,50.4,52.3,28.8,32.5,63.7,-10,1,0
"3725","Rhode Island","A10",106.1,109.1,0.4225,51.5,52.6,18.5,13.1,29.1,28.2,39.4,30,51.1,52,34.9,35.7,68.6,-12,1,0
"3726","Monmouth","CAA",104.7,107.7,0.4201,49.4,50,15.3,17.8,30.5,32.2,29.2,33.3,47.8,49.3,34.8,34,67.7,-8.4,1,0
"3727","Penn","Ivy",108.4,111.5,0.4201,51.9,54,16.7,14,29.1,26.6,27,26.7,51.2,53.9,35.3,36.1,65.5,-11.2,1,0
"3728","Texas St.","SB",98.9,101.7,0.42,47.1,49.7,19.9,18.6,31.2,29.4,37.8,38.3,47.1,50.6,31.4,32.1,66.3,-10.3,1,0
"3729","Eastern Kentucky","ASun",106.8,109.9,0.4197,50.6,49.8,16.1,13.9,33.1,31,32,29.5,48.8,45.6,36.1,38.7,68.4,-9.4,1,0
"3730","Northern Kentucky","Horz",101.6,104.5,0.4186,50.6,51.3,17.3,20.1,29.4,32.6,35.1,28.8,52.2,54.5,31.6,31.2,67.9,-9.5,1,0
"3731","Columbia","Ivy",106.4,109.6,0.4158,52.5,52.8,17.8,17,27.9,28.6,29.3,28.5,50.2,54.1,37.4,33.9,68.5,-9.9,1,0
"3732","George Washington","A10",106.1,109.4,0.4133,51.5,49.8,17.1,13.9,25.9,29.2,34.2,22.8,49.9,48.3,35.8,34.7,70,-10,1,0
"3733","Tulsa","Amer",101.4,104.6,0.4103,50.3,49.7,18.2,18.1,24.4,30.4,40.6,35.1,51.7,50,32.1,32.7,70.4,-9.2,1,0
"3734","Northern Colorado","BSky",107.9,111.4,0.4074,55.7,53.1,15.7,15.5,24,25.4,28.1,29.4,56.7,52.7,36,35.8,69.9,-9,1,0
"3735","Cleveland St.","Horz",106.3,109.9,0.4068,49.9,51.5,15,19.5,34.2,35.2,31.4,38.4,49.7,55.1,33.5,30.5,67.3,-8.7,1,0
"3736","Radford","BSth",107.1,111,0.4005,50.8,50.9,16.2,15.8,30.7,34,28,31.7,49.4,52.4,35.7,32.4,63.5,-11.1,1,0
"3737","Jacksonville St.","CUSA",101.1,104.9,0.3972,48.2,50.5,20.3,18.2,33.8,25.3,37.2,34.9,48.3,49.4,32.2,34.9,64.6,-13,1,0
"3738","Northeastern","CAA",105,109,0.395,51.2,53.8,18.9,17,31.8,27.7,29.8,28.3,53.3,52.3,31.8,37.5,65.7,-14.1,1,0
"3739","Harvard","Ivy",101,104.9,0.3932,50.2,50.1,17.8,16,26.5,31.3,35.7,25.8,49.9,49.5,33.8,33.9,67.5,-7.5,1,0
"3740","Mercer","SC",103.4,107.5,0.3911,50.1,51.2,16.6,17.9,30.6,31.1,27.6,38.9,48.8,51.2,35.4,34.2,65.9,-11.5,1,0
"3741","Abilene Christian","WAC",100.4,104.3,0.3901,46.8,52.1,17.5,20.7,26.1,30,38.7,40.4,45.3,53,34.2,33.3,68.5,-11.3,1,0
"3742","Evansville","MVC",101.3,105.4,0.3885,50,52.8,16.4,16.9,21.6,25.5,29,27.9,49.8,52,33.7,35.9,68.6,-9,1,0
"3743","Marist","MAAC",96.3,100.2,0.3862,50.8,47.1,18.4,20.4,23.1,26.8,29.8,35,49.3,46.8,35.6,31.8,64.5,-10,1,0
"3744","Lipscomb","ASun",109.2,113.8,0.3836,56.2,53.5,14.2,16.1,23.2,29.3,27.5,22.8,55.7,52.8,38.1,36.5,69.2,-7.2,1,0
"3745","UC Riverside","BW",103.5,107.9,0.3832,46.3,52.3,14.3,15.8,29.8,25.3,28.6,34.8,44.6,52,32.3,35.3,66.8,-11.7,1,0
"3746","Rider","MAAC",102.3,106.7,0.3811,47.7,49.2,17.9,16,31.4,29,31.9,36.5,46.6,47.7,33.7,34.4,67.8,-11,1,0
"3747","San Jose St.","MWC",104.7,109.2,0.3811,51.4,54.4,15.6,15.9,22.4,30.2,22.4,35.9,51.5,52.3,34.2,38.9,65.7,-13.8,1,0
"3748","North Dakota","Sum",104.8,109.4,0.3807,50.2,52.4,15,15.3,30.7,26.1,32.2,29.6,51.5,52.2,32.3,35.2,66.6,-10,1,0
"3749","South Alabama","SB",103,107.4,0.3805,50.9,50.7,16.3,16.7,22.8,31.8,31.6,33.9,50,52.3,35.1,31.9,68,-11,1,0
"3750","Wofford","SC",105.5,110.2,0.3761,53.3,51.5,16.9,14.1,29.4,26.2,27.7,34.6,53.4,50,35.5,35.7,65.5,-9,1,0
"3751","Merrimack","NEC",95.4,99.8,0.3721,49.8,46.2,19,23.2,22.3,34.6,34.3,32.5,52.2,46.1,31.1,30.9,67.2,-7.7,1,0
"3752","Mount St. Mary's","MAAC",102,106.8,0.3709,53.2,49.3,20.7,18,30.2,27.9,26.7,30.3,53.3,48,35.2,34.6,68.9,-14.8,1,0
