"","G","W","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","2P_O","2P_D","3P_O","3P_D","ADJ_T","WAB","POSTSEASON","YEAR"
"1696",33,18,111.6,101.6,0.7462,49.6,50.7,18.7,21.5,36.5,31.7,41.1,45,49.9,49.4,32.6,35.5,67.4,-4.6,0,2014
"3414",32,17,100.2,104.2,0.3903,49.3,49.6,19.5,18.5,30.5,26.8,34.5,33,47.8,49.4,34.9,33.5,66.7,-10.5,1,2023
"3173",39,31,121.5,91.2,0.9643,53.9,44.4,18.9,18.5,38.5,26.1,30.8,37.8,53.6,44.4,36.3,29.7,66.7,5,1,2023
"819",32,5,86.2,109.7,0.0585,43.3,49.2,20.5,17.9,22.3,31.9,27.1,37.6,41,48.3,30.5,33.7,68.7,-20.9,0,2018
"3672",31,19,104.9,102.6,0.5647,50.7,49.9,16.8,20.6,30.8,32.9,28.6,40.1,51.7,53.7,32.6,27.9,68.5,-8.5,1,2024
"698",31,16,98,102.2,0.3818,51.3,49.5,18.6,17.5,24.3,28.2,27.2,32,52,49.4,33.5,33.1,70.7,-9.1,0,2017
"763",33,21,109.5,109.4,0.5009,51,52.5,17,17.9,31.1,31,33.7,27.2,50.5,53.1,34.4,34.5,68.3,-9.1,0,2018
"2557",22,5,93.4,103.6,0.2323,45.3,53,21.6,19.8,24.7,26.1,24.8,28.8,43.1,55.6,32.5,32,69.5,-13.7,1,2021
"1147",31,21,104.8,104,0.5225,49.2,49.7,16.1,20.3,30.3,31.9,38.2,35.2,48.4,50.4,33.6,32.4,69.9,-6.5,0,2018
"1750",31,19,101,101.6,0.4829,47.6,48.5,20.2,18.9,34.3,28.1,41.9,43.1,45.8,46.8,33.5,35,66,-5.4,0,2014
"3410",32,17,109,105.7,0.5863,51.6,51.2,17,18.7,30,33.6,30.7,21.7,50.5,50.9,36.1,34.4,67.2,-5.7,1,2023
"1920",28,5,94.6,109.7,0.1547,45.4,51,18.8,19.1,29.8,34.6,32.2,47.4,45.2,49.3,30.5,36.2,62.5,-17.5,0,2013
"3337",26,14,92.7,105.6,0.1814,47.1,50.8,22,23.8,30.2,37.3,30.9,42.9,44.4,52.4,35.5,31.8,70.3,-10.9,1,2023
"1520",30,14,110,107.5,0.5663,46.2,51.5,14.1,16.8,34.7,27.7,47.6,37.4,45.7,48.4,31.6,38.2,66.7,-7.7,0,2014
"3048",31,16,103.9,110.2,0.3371,52.9,50.8,18.4,14.3,26.1,28.2,31.2,21.1,51.9,51.6,36.2,32.9,67.6,-9.6,1,2022
"1141",30,14,98,105.3,0.3057,48.4,52.2,18.4,22.4,27.2,31.7,38.3,40.4,49,51,31.7,36.2,71,-12.9,0,2017
"4068",33,20,102.6,104.6,0.4467,50.8,50.1,19.9,22.8,35.7,32.7,42.9,47,50.2,51.8,34.7,31.1,69.4,-9.2,1,2025
"1502",30,13,105.9,98.3,0.7022,47.3,50.1,15.3,17.7,30.4,28.5,37.7,31.4,47.3,51.4,31.4,31.4,63.8,-5.6,0,2014
"618",34,11,98.9,107.8,0.2696,50.8,53.9,18.1,17.5,24.5,26.8,27.4,32.3,49.8,54.2,34.9,35.7,63.8,-17.8,0,2017
"638",32,16,106.8,107,0.4942,54.3,53,18.4,17.2,25.7,32.5,35.7,28,52.3,53.2,37.9,35.2,69.8,-10.3,0,2019
"2429",34,25,114.9,88.7,0.9513,55.2,43,18.2,18.3,31.3,28.4,43.4,34.3,52.3,41.4,40.1,31.2,61.4,3.7,1,2015
"448",29,7,97.1,107,0.2464,45.7,51.3,19.2,16.6,28.5,27.1,36.7,41,44.9,48.1,31.8,38.7,66.4,-15.9,0,2015
"1388",29,12,93.6,111.7,0.1156,46.1,53,21,21.2,31.6,32.4,37.4,36.9,44.7,53.6,32.1,34.7,68.5,-13.7,0,2019
"2974",26,21,101.2,100.4,0.5239,49.9,48.1,18,22.3,33.5,27.5,32.1,39.3,53,50.4,28.5,29.7,66.5,-2.5,1,2022
"458",33,18,108,99.8,0.711,49.7,51.1,17.4,19.8,27.7,30.6,37.6,38.7,46.4,50.3,36.7,35,70.9,-3,0,2016
"2941",30,20,101.5,96.8,0.6337,50.6,45.4,22.1,15.6,32,24.5,38.1,28.3,48.7,46.6,36.8,29,65.8,-5.3,1,2022
"3594",33,20,116.5,99,0.866,54.7,48.9,15.6,16.2,26.3,26.2,31.5,30.7,54,48.8,37.2,32.6,68,-1.3,1,2024
"1420",31,20,103.7,104.6,0.4744,51,47.2,19.6,15.5,29.7,27.9,34.5,41,47.4,44.8,37.2,34.5,68.5,-7.4,0,2018
